FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Ramel, colonel Gabriel de",", colonel Gabriel de",ramel1,0,,,,,,,,,,,"(1844 ou 9-?) membre du Conseil de Guerre, Affaire Dreyfus",(1844 ou 9-?) membre du Conseil de Guerre,,,,,,,,False,,,
Ranavalo-Manjaka III,,ranava1,0,,,,,1862,1917,,,,,"1862-1917, reine de Madagascar",reine de Madagascar,,,,,,,,False,1862-1917,,
"Ranc, Arthur",", Arthur",ranc1,0,,,,,1831,1908,,,,,"Écrivain, homme politique français, 1831-1908",Écrivain,,,,,,,,False,1831-1908,,
"Rancy, comtesse de, née de Rougemont",", comtesse de, née de Rougemont",rancy1,0,,,,,,,1897,Female,,,chez Mme Aubernon en 1897,chez Mme Aubernon,,,,,,,,False,,,
"Rantz, Pierre",", Pierre",rantz1,0,,,,,,,1908,,,,collaborateur à Comoedia en 1908,collaborateur à Comoedia,,,,,,,,False,,,
"Raoul-Duval, Roger",", Roger",raould2,0,,,,,,,,,,,attaché militaire au Transvaal,attaché militaire au Transvaal,,,,,,,,False,,,
"Raoul-Duval, Myra-Rose d'Adler, Mme Roger",", Myra-Rose d'Adler, Mme Roger",raould3,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Raoul-Duval, Jean",", Jean",raould4,0,,,,,,,,,,,"décoré de la Croix de Guerre, ép. Suzanne de Billy le 16 fév 1922 ljp",décoré de la Croix de Guerre,,,,,,,,False,,,
"Raphaël, Raffaello Santi ou Sanzio, dit",", Raffaello Santi ou Sanzio, dit",raphae1,0,,,,,1483,1520,,,,,"1483-1520, peintre et architecte italien",peintre et architecte italien,,,,,,,,False,1483-1520,,
"Raphael, Gaston",", Gaston",raphael2,0,,,,,,,,,,,"?-?, germaniste, écrivain et collaborateur de Charles Péguy (THRA)",germaniste,,,,,,,,False,,,
"Rapine du Nozet de Sainte-Marie, Commandant",", Commandant",rapine1,0,,,,,1848,,,,,,"1848-?, Affaire Dreyfus",Affaire Dreyfus,,,,,,,,False,,,
"Rasilly, comte Stéphane de",", comte Stéphane de",rasill1,0,,,,,1841,,,Male,,,1841-?,,,,,,,,,False,,,
"Rasilly, Madeleine Tribert, comtesse Stéphane de",", Madeleine Tribert, comtesse Stéphane de",rasill2,0,,,,,,,,Female,,,mariée en 1877,,,,,,,,,False,,1877,
"Rasponi, comtesse Louise",", comtesse Louise",raspon1,0,,,,,,,1895,Female,,,chez la princesse Mathilde en 1895,chez la princesse Mathilde,,,,,,,,False,,,
"Raspoutine, Grigori Efimovitch",", Grigori Efimovitch",raspou1,0,,,,,1869,1916,,,,,"1869-1916, ""mystique"" russe","""mystique"" russe",,,,,,,,False,1869-1916,,
"Rateau, Jules",", Jules",rateau1,0,,,,,,,,,,,"journaliste, auteur dramatique",journaliste,,,,,,,,False,,,
"Rathenau, Walther",", Walther",rathen1,0,,,,,1867,1922,,,,,"1867-1922, industriel, écrivain et homme politique allemand. (THRA)",industriel,,,,,,,,False,1867-1922,,
"Ratisbonne, Mlle Stern, Mme Fernand",", Mlle Stern, Mme Fernand",ratisb1,0,,,,,,,1896,Female,,,chez Mme Guillaume Beer en 1896,chez Mme Guillaume Beer,,,,,,,,False,,,
"Raunay, Jeanne Richomme, Mme André Beaunier; dite Jeanne",", Jeanne Richomme, Mme André Beaunier; dite Jeanne",raunay1,0,,,,,1869,,,Female,,,"1869-?, chanteuse",chanteuse,,,,,,,wedding witnessed by boussi1,False,,,
"Ravaisson-Mollien, Félix Lacher",", Félix Lacher",ravais1,0,,,,,1813,1900,,,,,"1813-1900, philosophe, archéologue",philosophe,,,,,,,,False,1813-1900,,
"Ravaisson-Mollien, Charles Lacher",", Charles Lacher",ravais2,0,,,,,1849,1919,,,,,"1849-1919, conservateur de musée",conservateur de musée,,,,,,,,False,1849-1919,,
"Ravel, Maurice",", Maurice",ravel1,0,,,,,1875,1937,,,,,"1875-1937, compositeur",compositeur,,,,,,,,False,1875-1937,,
"Ray, M.",", M.",ray1,0,,,,,,,1913,,,,"Nom ou pseudonyme d'un correspondant du Figaro, en 1913",Nom ou pseudonyme d'un correspondant du Figaro,,,,,,,,False,,,
"Raymond, Hippolyte",", Hippolyte",raymon1,0,,,,,1844,1895,,,,,"1844-1895, auteur dramatique",auteur dramatique,,,,,,,,False,1844-1895,,
"Raymond, Dr Fulgence",", Dr Fulgence",raymon2,0,,,,,1842,1910,,,,,1842-1910,,,,,,,,,False,1842-1910,,
"Raynaud, Gaston",", Gaston",raynau1,0,,,,,1850,1911,,,,,"1850-1911, archiviste paléographe, bibliothécaire",archiviste paléographe,,,,,,,,False,1850-1911,,
"Réaulx, marquis des",", marquis des",reaulx1,0,,,,,,,,Male,,,"militaire, grand-père de Gaston de Monicault",militaire,,,,,,,,False,,,
"Rebell, Hughes; ps. de Georges Grassal",", Hughes; ps. de Georges Grassal",rebell1,0,,,,,1867,1905,,,,,"1867-1905, romancier",romancier,,,,,,,,False,1867-1905,,
"Reboux, Paul; ps. de Paul Amilet",", Paul; ps. de Paul Amilet",reboux1,0,,,,,1877,1963,,,,,"1877-1963, homme de lettres",homme de lettres,,,,,,,,False,1877-1963,,
"Récamier, Jeanne-Françoise-Julie-Adélaïde Besnard, Mme",", Jeanne-Françoise-Julie-Adélaïde Besnard, Mme",recami1,0,,,,,1777,1849,,Female,,,1777-1849,,,,,,,,,False,1777-1849,,
"Reclus, Paul",", Paul",reclus1,0,,,,,1847,1914,,,,,"1847-1914, chirurgien, frère d'Elisée Reclus",chirurgien,,,,,,,,False,1847-1914,,
"Recouly, Raymond",", Raymond",recoul1,0,,,,,1876,1950,,,,,"1876-1950, journaliste, homme de lettres",journaliste,,,,,,,,False,1876-1950,,
"Redelsperger, Jacques",", Jacques",redels1,0,,,,,1847,,,,,,"1847-?, administrateur, auteur dramatique",administrateur,,,,,,,,False,,,
"Réder, Jean",", Jean",reder1,0,,,,,,,1903,,,,chanteur en 1903,chanteur,,,,,,,,False,,,
"Redon, Odilon",", Odilon",redon1,0,,,,,1840,1916,,,,,"1840-1916, peintre",peintre,,,,,,,,False,1840-1916,,
"Reed, miss Fanny",", miss Fanny",reed1,0,,,,,,,1908,,,,en 1908,,,,,,,,,False,,,
"Reggio, Pauline de Castelbajac, duchesse Charles de",", Pauline de Castelbajac, duchesse Charles de",reggio1,0,,,,,1825,1907,,Female,,,"1825-1907, tante de la comtesse Greffulhe",tante de la comtesse Greffulhe,,,,,,,,False,1825-1907,,
"Régismanset, Charles",", Charles",regism1,0,,,,,1877,,,,,,1877- ; homme de lettres (LJP),homme de lettres,,,,,,,,False,,,
"Régnal, G.",", G.",regnal1,0,,,,,,,1902,,,,Chez Mme Poirson en 1902,Chez Mme Poirson,,,,,,,,False,,,
"Regnault, Eugène-Louis-Georges",", Eugène-Louis-Georges",regnau1,0,,,,,1857,,,,,,"1857-?, diplomate",diplomate,,,,,,,,False,,,
"Regnault de La Soubière, marquis de",", marquis de",regnau2,0,,,,,,,,Male,,,,,,,,,,,,False,,,
"Régnier, Ad.",", Ad.",regnie1,0,,,,,,,,,,,Éditeur,éditeur,,,,,,,,False,,,
"Régnier, Henri de",", Henri de",regnie2,0,,,,,1864,1936,,,,,"1864-1936, écrivain",écrivain,,heredi2,,,,,,False,1864-1936,,
"Régnier, Marthe; Mme Abel Tarride",", Marthe; Mme Abel Tarride",regnie3,0,,,,,1880,,,Female,,,"1880-?, comédienne",comédienne,,,,,,,,False,,,
"Régnier, Marcel Claude",", Marcel Claude",regnie4,0,,,,,1867,,,,,,"1867-?, député, ministre",député,,,,,,,,False,,,
"Rehbinder, Jacqueline de Monbrison, madame Wladimir de",", Jacqueline de Monbrison, madame Wladimir de",rehbin1,0,,,Rehbinder,,,,1917,,,,à Paris en 1917,à Paris,,,,,,,,False,,,
"Reichenberg, Suzanne",", Suzanne",reiche1,0,,,,,1853,1924,,,,,"1853-1924, comédienne",comédienne,,,,,,,,False,1853-1924,,
"Reichel, Frantz",", Frantz",reiche2,0,,,,,1871,1932,,,,,"1871-1932, rédacteur au Figaro",rédacteur au Figaro,,,,,,,,False,1871-1932,,
"Reinach, Joseph",", Joseph",reinac1,0,,,,,1856,1921,,,,,"1856-1921, homme politique et homme de lettres",homme politique et homme de lettres,,,,,,,,False,1856-1921,,
"Reinach, baron Jacques de",", baron Jacques de",reinac2,0,,,,,,1892,,Male,,,"?-1892, banquier, député, oncle et beau-père de Joseph Reinach",banquier,,,,,,,,False,,,
"Reinach, Jules; pseud. Polybe",", Jules; pseud. Polybe",reinac4,0,,,,,,,1899,,,,mentionné en 1899 à propos de l'Affaire Dreyfus,mentionné à propos de l'Affaire Dreyfus,,,,,,,,False,,,
"Reinach, Salomon",", Salomon",reinac5,0,,,,,1858,1932,,,,,"1858-1932, philologue, archéologue, frère de Joseph Reinach",philologue,,,,,,,,False,1858-1932,,
"Reinach, Henriette de Reinach, Mme Joseph",", Henriette de Reinach, Mme Joseph",reinac6,0,,,,,1866,1918,,Female,,,"1866-1918, fille du baron Jacques de Reinach, l'oncle de Joseph Reinach",fille du baron Jacques de Reinach,,,,,,,,False,1866-1918,,
"Reinach, Théodore",", Théodore",reinac7,0,,,,,1860,1928,,,,,"1860-1928, historien, homme politique, frère de Joseph Reinach",historien,,,,,,,,False,1860-1928,,
"Reiset, Henry comte de",", Henry comte de",reiset1,0,,,,,1863,,,Male,,,1863-?,,,,,,,,,False,,,
"Reiset, Marie Barberis, comtesse (Henry) de",", Marie Barberis, comtesse (Henry) de",reiset2,0,,,,,,,,Female,,,mariée en 1905,,,,,,,,,False,,1905,
"Réjane, Gabrielle Réju, dite",", Gabrielle Réju, dite",rejane1,0,,,,,1856,1920,,,,,"1856-1920, actrice, mère de Jacques Porel",actrice,,,,,,,,False,1856-1920,,
"Remacle, Jeanne",", Jeanne",remacl1,0,,,,,,,,,,,chanteuse,chanteuse,,,,,,,,False,,,
Rembrandt van Rijn,,rembra1,0,,,,,1606,1669,,,,,"1606-1669, peintre hollandais",peintre hollandais,,,,,,,,False,1606-1669,,
"Rémusat, Claire Elisabeth Gravier de Vergennes, comtesse Auguste de",", Claire Elisabeth Gravier de Vergennes, comtesse Auguste de",remusa1,0,,,,,1780,1821,,Female,,,1780-1821,,,,,,,,,False,1780-1821,,
"Renan, Ernest",", Ernest",renan1,0,,,,,1823,1892,,,,,"1823-1892, philosophe, homme de lettres",philosophe,,,,,,,,False,1823-1892,,
"Renan, Ary",", Ary",renan2,0,,,,,1858,1900,,,,,"1858-1900, peintre, fils d'Ernest Renan",peintre,,,,,,,,False,1858-1900,,
"Renard, Jules",", Jules",renard1,0,,,,,1864,1910,,,,,"1864-1910, romancier",romancier,,,,,,,,False,1864-1910,,
"Renaud, Maurice",", Maurice",renaud1,0,,,,,1861,1933,,,,,"1861-1933, chanteur, baryton",chanteur,,,,,,,,False,1861-1933,,
"Renault-Morlière, Amédée",", Amédée",renaul1,0,,,,,1839,1907,,,,,"1839-1907, homme politique",homme politique,,,,,,,,False,1839-1907,,
"Rendon, Mme Victor, née Seminario",", Mme Victor, née Seminario",rendon1,0,,,,,,,1895,Female,,,chez Mme E. seminario en 1895,chez Mme E. Seminario,,,,,,,,False,,,
"Renn, Mlle Léo",", Mlle Léo",renn1,0,,,,,,,1902,Female,,,comédienne (en 1902),comédienne,,,,,,,,False,,,
"Rennay, René Papin, dit Léon",", René Papin, dit Léon",rennay1,0,,,,,1879,,,,,,"1879-?, chanteur",chanteur,,,,,,,,False,,,
"Renoir, Auguste",", Auguste",renoir1,0,,,,,1841,1919,,,,,"1841-1919, peintre",peintre,,,,,,,,False,1841-1919,,
"Renouvier, Charles",", Charles",renouv1,0,,,,,1815,1903,,,,,"1815-1903, philosophe",philosophe,,,,,,,,False,1815-1903,,
"Repington, colonel Charles A'Court",", colonel Charles A'Court",reping1,0,,,,,1858,1925,,,,,"1858-1925, officier anglais",officier anglais,,,,,,,,False,1858-1925,,
"Reschal, Charles Baylion, dit",", Charles Baylion, dit",rescha1,0,,,,,,,,,,,comédien,comédien,,,,,,,,False,,,
"Reszké, Marie de Goulaine, Mme Jean de",", Marie de Goulaine, Mme Jean de",reszke1,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Reszké, Jean de",", Jean de",reszke2,0,,,,,1850,1925,,,,,"1850-1925, chanteur",chanteur,,,,,,,,False,1850-1925,,
"Reszké, Edouard de",", Edouard de",reszke3,0,,,,,1855,1917,,,,,"1855-1917, chanteur polonais",chanteur polonais,,,,,,,,False,1855-1917,,
"Reure, abbé",", abbé",reure1,0,,,,,,,,,,,"personnage du ""Prince des cravates"", de Lucien Daudet","personnage du ""Prince des cravates""",,,,,,,,False,,,
"Réval, M.",", M.",reval1,0,,,,,,,,,,,Acteur à l'Alcazar,Acteur à l'Alcazar,,,,,,,,False,,,
"Réval, Gabrielle Logerot, Mme Fernand Fleuret, dite Gabrielle",", Gabrielle Logerot, Mme Fernand Fleuret, dite Gabrielle",reval2,0,,,,,1870,1938,,Female,,,"1870-1938, femme de lettres",femme de lettres,,,,,,,,False,1870-1938,,
"Revault d'Allonnes, Gabriel",", Gabriel",revaul1,0,,,,,1872,,,,,,"1872-?, professeur à l'Ecole Alsacienne, gendre de Jean Psichari",professeur à l'Ecole Alsacienne,,,,,,,,False,,,
"Revault d'Allonnes, Euphrosyne dite Henriette Psichari, Mme Gabriel",", Euphrosyne dite Henriette Psichari, Mme Gabriel",revaul2,0,,,,,1884,1972,,Female,,,"1884-1972, fille de Jean Psichari",fille de Jean Psichari,,,,,,,,False,1884-1972,,
"Réveillon, vicomtesse Gaspard de (née Crispinelli)",", vicomtesse Gaspard de (née Crispinelli)",reveil1,0,,,,,,,,Female,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Réveillon, la duchesse de",", la duchesse de",reveil2,0,,,,,,,,Female,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Réveillon, le duc de",", le duc de",reveil3,0,,,,,,,,Male,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Réveillon, Emilie Wirthaufer, Mme Jacques de",", Emilie Wirthaufer, Mme Jacques de",reveil4,0,,,,,,,,Female,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Réveillon, Bertrand de",", Bertrand de",reveil5,0,,,,,,,,,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Reventlow, comte F.",", comte F.",revent1,0,,,,,,,1903,Male,,,ambassadeur du Danemark en 1903,ambassadeur du Danemark,,,,,,,,False,,,
"Reverdy, Pierre",", Pierre",reverd1,0,,,,,1889,1960,,,,,"1889-1960, Poète français (THRA)",poète français,,,,,,,,False,1889-1960,,
"Révoil, Paul",", Paul",revoil1,0,,,,,1856,1914,,,,,"1856-1914, diplomate",diplomate,,,,,,,,False,1856-1914,,
"Rey, Marcel",", Marcel",rey1,0,,,,,,,1914,,,,collaborateur au Figaro en 1914,collaborateur au Figaro,,,,,,,,False,,,
"Reyer, Ernest Rey, dit",", Ernest Rey, dit",reyer2,0,,,,,1823,1909,,,,,"compositeur, 1823-1909",compositeur,,,,,,,,False,1823-1909,,
"Reymond, Émile",", Émile",reymon1,0,,,,,1865,1914,,,,,"1865-1914, médecin, homme politique et aviateur français. Sénateur de la Loire. (THRA)",médecin,,,,,,,,False,1865-1914,,
"Reynolds, Joshua",", Joshua",reynol1,0,,,,,1723,1792,,,,,"1723-1792, peintre anglais",peintre anglais,,,,,,,,False,1723-1792,,
"Ribemont-Dessaignes, Georges",", Georges",ribemo1,0,,,,,1884,1974,,,,,1884-1974; French writer and artist associated with the Dada movement (LJP),French writer and artist associated with the Dada movement,,,,,,,,False,1884-1974,,
"Ribot, Alexandre",", Alexandre",ribot1,0,,,,,1842,1923,,,,,"1842-1923, avocat, homme politique",avocat,,,,,,,,False,1842-1923,,
"Ribot, Théodule-Augsutin",", Théodule-Augsutin",ribot2,0,,,,,1823,1891,,,,,"1823-1891, peintre",peintre,,,,,,,,False,1823-1891,,
"Ribot, Théodule",", Théodule",ribot3,0,,,,,1839,1916,,,,,"1839-1916, psychologue, philosophe",psychologue,,,,,,,,False,1839-1916,,
"Ricard, Gustave",", Gustave",ricard1,0,,,,,1823,1872,,,,,"1823-1872, peintre",peintre,,,,,,,,False,1823-1872,,
"Ricard, François",", François",ricard2,0,,,,,1864,,1906,,,,"1864-?, marié en 1906",marié,,,,,,,,False,,,
"Ricard, Marie Adeline Hélène Daudet, Mme Maurice Fère, puis Mme François",", Marie Adeline Hélène Daudet, Mme Maurice Fère, puis Mme François",ricard3,0,,,,,1867,,,Female,,,"1867-?, fille d'Ernest Daudet, remariée en 1906",fille d'Ernest Daudet,,,,,,,,False,,,1906
"Ricatte, Robert",", Robert",ricatt1,0,,,,,,,,,,,éditeur du Journal des Goncourt,éditeur du Journal des Goncourt,,,,,,,,False,,,
"Richard, Georges",", Georges",richa4,0,,,,,,,,,,,éditeur-imprimeur,éditeur-imprimeur,,,,,,,,False,,,
"Richard, Mme Renée",", Mme Renée",richar2,0,,,,,,,,Female,,,"chanteuse de salon, 1896",chanteuse de salon,,,,,,,,False,,,
"Richard, Albert",", Albert",richar3,0,,,,,,,1908,,,,"avocat, en 1908",avocat,,,,,,,,False,,,
"Richaud, André",", André",richau1,0,,,,,1907,1968,,,,,1907-1968; poète et journaliste ljp,poète et journaliste,,,,,,,,False,1907-1968,,
"Richebourg, Suzanne",", Suzanne",richeb1,0,,,,,,,1904,,,,élève de Gabriel Fauré (1904),élève de Gabriel Fauré,,,,,,,,False,,,
"Richelieu, Armand de Chapelle, duc de",", Armand de Chapelle, duc de",richel1,0,,,,,1875,,1880,Male,,,"1875-?, prend le titre en 1880",prend le titre,,,,,,,,False,,,
"Richepin, Jacques",", Jacques",richep1,0,,,,,1880,1946,,,,,"1880-1946, auteur dramatique, fils du poète Jean Richepin",auteur dramatique,,,,,,,,False,1880-1946,,
"Richepin, Jean",", Jean",richep2,0,,,,,1849,1926,,,,,"1849-1926, écrivain",écrivain,,,,,,,,False,1849-1926,,
"Richet, Jean",", Jean",richet1,0,,,,,,,1904,,,,colalbore à la revue Les Essais (1904),colalbore à la revue Les Essais,,,,,,,,False,,,
"Richet, Dr. Charles",", Dr. Charles",richet2,0,,,,,1850,1935,,,,,"1850-1935, professeur de médecine",professeur de médecine,,,,,,,,False,1850-1935,,
"Richtenberger, Mme C.",", Mme C.",richte1,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Riefstahl, Rudolf Meyer",", Rudolf Meyer",riefst1,0,,,,,1880,,,,,,"1880-?, professeur américain",professeur américain,,,,,,,,False,,,
"Riera, Pierre",", Pierre",riera1,0,,,,,,,1904,,,,"forgeron, en 1904",forgeron,,,,,,,,False,,,
"Rigaut, Jacques",", Jacques",rigaut1,0,,,,,1898,1929,,,,,1898-1929; French Surrealist poet,French Surrealist poet,,,,,,,,False,1898-1929,,
"Rigaux, Lucien",", Lucien",rigaux1,0,,,,,,,1902,,,,"chanteur, baryton,débute à l'Opéra en 1902",chanteur,,,,,,,,False,,,
"Rigny, Fernand",", Fernand",rigny1,0,,,,,,,,,,,Journaliste au Figaro. (THRA),journaliste au Figaro,,,,,,,,False,,,
"Rigo, Jancsi",", Jancsi",rigo1,0,,,,,,,,,,,violoniste tzigane,violoniste tzigane,,,,,,,,False,,,
"Rilke, Rainer Maria",", Rainer Maria",rilke1,0,,,,,1875,1926,,,,,"1875-1926, poète autrichien",poète autrichien,,,,,,,,False,1875-1926,,
"Rimbaud, Arthur",", Arthur",rimbau1,0,,,,,1854,1891,,,,,"1854-1891, poète",poète,,,,,,,,False,1854-1891,,
"Rimbaud, Frédéric",", Frédéric",rimbau2,0,,,,,,,,,,,,,,,,,,,,False,,,
"Rimestad, Christian",", Christian",rimest1,0,,,,,1878,,,,,,1878- ; critique littéraire (LJP),critique littéraire,,,,,,,,False,,,
"Rimski-Korsakov, Nicolaï Andreïevitch",", Nicolaï Andreïevitch",rimski1,0,,,,,1844,1908,,,,,"1844-1908, compositeur russe",compositeur russe,,,,,,,,False,1844-1908,,
"Rimsky-Korsakov, Nikolai",", Nikolai",rimsky1,0,,,,,1844,1908,,,,,"1844-1908, Compositeur russe (THRA)",compositeur russe,,,,,,,,False,1844-1908,,
"Riotor, Léon",", Léon",riotor1,0,,,,,1865,,,,,,"1865-?, homme politique, homme de lettres",homme politique,,,,,,,,False,,,
"Ripon, George Frederick Samuel Robinson, comte de Grey et marquis de",", George Frederick Samuel Robinson, comte de Grey et marquis de",ripon1,0,,,,,1827,1909,,Male,,,"1827-1909, homme d'état anglais",homme d'état anglais,,,,,,,,False,1827-1909,,
"Risler, Édouard",", Édouard",risler1,0,,,,,1873,1929,,,,,"1873-1929, pianiste",pianiste,,,,,,,,False,1873-1929,,
"Ritter-Zahony, comte Pierre de",", comte Pierre de",ritter1,0,,,,,,,1904,Male,,,marié en 1904,marié,,,,,,,,False,,,
"Ritter, Paul de",", Paul de",ritter2,0,,,,,,,1913,,,,en 1913,,,,,,,,,False,,,
"Ritz, César",", César",ritz2,0,,,,,,,,,,,,,,,,,,,,False,,,
"Ritz, Marie Louise",", Marie Louise",ritz3,0,,,,,,,,,,,biographe de César Ritz,biographe de César Ritz,,,,,,,,False,,,
"Rivals, commandant",", commandant",rivals1,0,,,,,1853,,,,,,"1853-?, Affaire Dreyfus",Affaire Dreyfus,,,,,,,,False,,,
"Rivet, Gustave",", Gustave",rivet1,0,,,,,1848,1936,,,,,"1848-1936, homme politique, journaliste",homme politique,,,,,,,,False,1848-1936,,
"Rivière, Fernand",", Fernand",rivier1,0,,,,,1863,1931,,,,,"1863?-1931, pianiste",pianiste,,,,,,,,False,1863-1931,,
"Rivière, Jacques",", Jacques",rivier2,0,,,,,1886,1925,,Male,,,"1886-1925, écrivain, critique",écrivain,writer; critic,,,,,brother-in-law of alainf1,,False,1886-1925,,
"Rivière, Isabelle Fournier",", Isabelle Fournier",rivier3,0,,,,,1890,1971,,,,,"1890-1971; femme de Jacques Rivière, petite soeur d'Henri Fournier (a.k.a. auteur Alain-Fournier) ljp",femme de Jacques Rivière,,,,,,,,False,1890-1971,,
"Riviere, Pierre",", Pierre",rivier4,0,,,,,1888,1977,,,,,1888-1977; frère de Jacques Rivière; homme d'affaires ljp,frère de Jacques Rivière,,,,,,,,False,1888-1977,,
"Rivière, le docteur Marc",", le docteur Marc",rivier5,0,,,,,,,,,,,"médecin, frère de Jacques Rivière ljp",médecin,,,,,,,,False,,,
"Rivière, Alain",", Alain",rivier6,0,,,,,,,,,,,fils de Jacques Rivière (ALB),fils de Jacques Rivière,,,,,,,,False,,,
"Rivoire, André",", André",rivoir1,0,,,,,1872,1930,,,,,"1872-1930, homme de lettres",homme de lettres,,,,,,,,False,1872-1930,,
"Robert, Louis de",", Louis de",robert1,0,,,,,1871,1937,,,,,"1871-1937, romancier",romancier,,,,,,,,False,1871-1937,,
"Henri-Robert, Robert Henri, dit",", Robert Henri, dit",robert2,0,,,,,1863,1936,,,,,"1863-1936, avocat",avocat,,,,,,,,False,1863-1936,,
"Robert, Hubert",", Hubert",robert3,0,,,,,1733,1808,,,,,"1733-1808, peintre français",peintre français,,,,,,,,False,1733-1808,,
"Robert, Ferdinand des",", Ferdinand des",robert5,0,,,,,,,1907,,,,beau-frère de la marquise de Lauris (1907),beau-frère de la marquise de Lauris,,,,,,,,False,,,
"Robert, Henri des",", Henri des",robert6,0,,,,,,,1907,,,,"neveu de la marquise de Lauris, fils de Ferdinand des Robert (1907)",neveu de la marquise de Lauris,,,,,,,,False,,,
"Robert, Paul des",", Paul des",robert7,0,,,,,,,1907,,,,"neveu de la marquise de Lauris, fils de Ferdinand des Robert (1907)",neveu de la marquise de Lauris,,,,,,,,False,,,
"Robespierre, Maximilien",", Maximilien",robesp1,0,,,,,1759,1794,,,,,1759-1794,,,,,,,,,False,1759-1794,,
"Rebillot, général",", général",robill1,0,,,,,1821,1918,,,,,1821?-1918,,,,,,,,,False,1821-1918,,
"Robin, Dr. Albert",", Dr. Albert",robin1,0,,,,,1847,1928,,,,,1847-1928,,,,,,,,,False,1847-1928,,
"Nibor, Yan, pseud. de Albert-Auguste Robin",", Yan, pseud. de Albert-Auguste Robin",robin2,0,,,,,1857,1947,,,,,"1857-1947, poète breton",poète breton,,,,,,,,False,1857-1947,,
"Robin, Mme Jeanne",", Mme Jeanne",robin3,0,,,,,,,,Female,,,femme de lettres,femme de lettres,,,,,,,,False,,,
"Robin, Henriette",", Henriette",robin4,0,,,,,1872,1900,,,,,"1872-1900, danseuse de l'Opéra",danseuse de l'Opéra,,,,,,,,False,1872-1900,,
"Robin, Isabelle Sedgwick-Bérend, Mme Albert",", Isabelle Sedgwick-Bérend, Mme Albert",robin5,0,,,,,,1908,,Female,,,"?-1908?, épouse du Dr. Albert Robin",,,,,,,,wife of: Dr. Albert Robin,False,,,
"Robin-Massé, Dr Paul",", Dr Paul",robinm1,0,,,,,1866,,,,,,1866-?,,,,,,,,,False,,,
"Roblot, Marcel",", Marcel",roblot1,0,,,,,,,1911,,,,à Cabourg en 1911,à Cabourg,,,,,,,,False,,,
"Roblot, Mme Marcel",", Mme Marcel",roblot2,0,,,,,,,1911,Female,,,à Cabourg en 1911,à Cabourg,,,,,,,,False,,,
"Rochambeau, Donatien-Marie-Victor de Vimeur, vicomte de",", Donatien-Marie-Victor de Vimeur, vicomte de",rocham1,0,,,,,1750,1813,,Male,,,1750-1813,,,,,,,,,False,1750-1813,,
"Rochat, Henri",", Henri",rochat1,0,,,,,,,,,,,"employé à l'hôtel Ritz, puis secrétaire de Proust (LJP)",employé à l'hôtel Ritz,,,,,,,,False,,,
"Roche, Paul",", Paul",roche1,0,,,,,,,1895,,,,écrit dans le Gaulois en 1895,écrit dans le Gaulois,,,,,,,,False,,,
"Roche, Jules",", Jules",roche2,0,,,,,1841,1923,,,,,"1841-1923, avocat, journaliste, homme politique",avocat,,,,,,,,False,1841-1923,,
"Roche, Juliette",", Juliette",roche3,0,,,,,,,1909,,,,"fille de Jules Roche, en 1909",fille de Jules Roche,,,,,,,,False,,,
"Rochechouart, Yvonne de Malestroit de Bruc, marquise de",", Yvonne de Malestroit de Bruc, marquise de",rochec1,0,,,,,,,1907,Female,,,en 1907,,,,,,,,,False,,,
"Rochechouart-Mortemart, Charles",", Charles",rochec2,0,,,,,,,,,,,"fils du prince de Tonnay-Charente, lieutenant de Rochechouart-Mortemart (LJP)",fils du prince de Tonnay-Charente,,,,,,,,False,,,
"Rochechouart-Mortemart, Louis-Victor",", Louis-Victor",rochec3,0,,,,,,,,,,,"fils du prince de Tonnay-Charente, lieutenant de Rochechouart-Mortemart (LJP)",fils du prince de Tonnay-Charente,,,,,,,,False,,,
"Rochefort, marquis d Rochefort-Luçay, dit Henri",", marquis d Rochefort-Luçay, dit Henri",rochef1,0,,,,,1831,1913,,Male,,,"1831-1913, journaliste, homme politique",journaliste,,,,,,,,False,1831-1913,,
"Rochefort, Mme Henri",", Mme Henri",rochef2,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Drieu la Rochelle, Pierre",", Pierre",rochel1,0,,,,,1893,1945,,Male,,,"1893-1945; novelist, essayist, and journalist (LJP)",novelist,novelist; essayist; journalist,,,,,,,False,1893-1945,,
