ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
K243-34,"Edmund Kean as Richard III in ""Richard III""",1814,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 1/8 x 5 3/8 inches,Etching; Engraving; Stippling,"Cruikshank, G.; Alais",J. Roach,"Whole-length portrait, standing, wearing embroidered breeches, robe with ermine trim; holding sword.  With text: ""Ha! soft! twas but a dream"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702011,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2804,2804,2805.jpg,/actors/image/2805.jpg
K243-35,"Edmund Kean as Richard III in ""Richard III""",1814,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 1/8 x 5 3/8 inches,Etching; Engraving; Stippling,"Cruikshank, G.; Alais",,"Three-quarter-length portrait, standing, wearing embroidered breeches, robe with ermine trim; holding sword.  Colored print.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701164,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2805,2805,2806.jpg,/actors/image/2806.jpg
K243-36,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Border 4 1/4 x 7 inches,Etching,"Cruikshank, G.; Pailthorpe",,"Whole-length portrait, standing, wearing embroidered breeches, robe with ermine trim; holding sword.  Colored print.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701128,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2806,2806,2807.jpg,/actors/image/2807.jpg
K243-38,"Edmund Kean as Richard III in ""Richard III""",1819,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,3 3/4 x 4 5/8 inches,Etching; Engraving; Stippling,"De Wilde, S.; Heath, J.",,Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701224,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2807,2807,2808.jpg,/actors/image/2808.jpg
K243-39,"Edmund Kean as Richard III in ""Richard III""",1829,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 2 7/8 x 4 1/4 inches,Etching; Engraving; Stippling,"De Wilde, S.; Jocelyn, S.S.; Munson, S.B.",J.P. Peaslee,Half-length portrait. Short biographical account below.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700504,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2808,2808,2809.jpg,/actors/image/2809.jpg
K243-40,"Edmund Kean as Richard III in ""Richard III""",1814,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Border 4 3/8 x 6 7/8 inches,Etching; Engraving; Stippling,"De Wilde, S.; Peake, R.B.",C. Chapple,"Whole-length portrait, standing, in ermine-trimmed coat and hat, jockey boots with spurs;  truncheon in hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700383,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2809,2809,2810.jpg,/actors/image/2810.jpg
K243-42,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Border 3 7/8 x 4 7/8 inches,Etching; Engraving; Stippling,"Drummond, S.; Brocas",,"Nearly three-quarter-length portrait, wearing gloves, medallion, lace collar.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701273,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2810,2810,2811.jpg,/actors/image/2811.jpg
K243-43,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,3 1/4 x 4 3/8 inches,Etching,"Drummond, S.",,"Nearly three-quarter-length portrait, wearing gloves, medallion, lace collar.  Facsimilie signature, in sepia.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701998,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2811,2811,2812.jpg,/actors/image/2812.jpg
K243-44,"Edmund Kean as Richard III in ""Richard III""",1888,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Image,6 3/8 x 10 1/8 inches,Photogravure,"Halls, J.J.; Gebbie & Husson",Gebbie & Co.,"Whole-length portrait, wearing embroidered robe, hat with ermine trim, jockey boots with spurs;  baton in right hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701188,4/20/2007,6/11/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2812,2812,2813.jpg,/actors/image/2813.jpg
K243-45,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Plate marks 6 1/4 x 9 1/2 inches,Etching,"Harlow, J.; Bruce",,"Whole-length, lying on the ground.  With text:  ""Perdition catch thy arm the chance is thine.  But Oh: the vast Renown thou hast acquired.  In conquering Richard does afflict him more than even his Body's parting with its Soul"".  Act V.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701739,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2813,2813,2814.jpg,/actors/image/2814.jpg
K243-47,"Edmund Kean as Richard III in ""Richard III""",1828,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 5 3/8 x 8 3/8 inches,Etching; Engraving; Stippling,"Harlow, G.; Rogers, J.",,"Whole-length portrait, holding sword and paper.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702405,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2814,2814,2815.jpg,/actors/image/2815.jpg
K243-49,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,2 x 2 1/2 inches,Etching; Engraving; Stippling,"Page, R.",T & I Elvey,"Half-length portrait, truncheon in right hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700427,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2815,2815,2816.jpg,/actors/image/2816.jpg
K243-50,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 x 4 1/2 inches,Etching; Engraving; Stippling,"Steeden, T.O.; Rogers, J.",,"Nearly three-quarter-length portrait, holding truncheon.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701317,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2816,2816,2817.jpg,/actors/image/2817.jpg
K243-51,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Mounted sheet 4 1/4 x 6 5/8 inches,Etching,"Greenwood, J.",,"Whole-length portrait. With title: ""The Infant Kean as Richard III""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700380,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2817,2817,2818.jpg,/actors/image/2818.jpg
K243-52,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 4 5/8 x 7 3/8 inches,Etching; Engraving; Stippling,Kennerly,"Duncombe, E.","Whole-length portrait, standing truncheon in right hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702540,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2818,2818,2819.jpg,/actors/image/2819.jpg
K243-54,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 8 1/2 x 11 3/8 inches,Etching; Engraving; Stippling,,"Dyer, C.","Portrait, bust, wearing crown with ermine trim.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700409,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2819,2819,2820.jpg,/actors/image/2820.jpg
K243-55,"Edmund Kean as Richard III in ""Richard III""",1818,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Border 5 1/4 x 8 1/2 inches,Etching,,,"Whole-length portrait, truncheon in upfraised right hand, tents in background.  With text: ""A thousand hearts are great within my bosom: advance our standards...upon them!  Victory sits on our helms"".  Act V, Scene 3.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701221,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2820,2820,2821.jpg,/actors/image/2821.jpg
K243-56,"Edmund Kean as Richard III in ""Richard III""",1814,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,3 x 3 5/8 inches,Etching; Engraving; Stippling,,G & S Robinson,"Half-length portrait, in hat.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700506,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2821,2821,2822.jpg,/actors/image/2822.jpg
K243-58,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 5 3/4 x 8 inches,Etching; Engraving; Stippling,"Kennerley, J.",J. Hallam,"Nearly three-quarter-length portrait, truncheon in right hand.  With text: ""Off with his head"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701568,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2822,2822,2823.jpg,/actors/image/2823.jpg
K243-59,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Drawings,Sheet 5 7/8 x 7 3/8 inches,Drawing (image-making),,,Nearly half-length portrait. Original ink and wash drawing.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702265,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2823,2823,2824.jpg,/actors/image/2824.jpg
K243-60,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Woodcuts,Mounted sheet 3 1/2 x 4 1/8 inches,Woodcut,Porret,,"Three-quarter-length, holding truncheon.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702400,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2824,2824,2825.jpg,/actors/image/2825.jpg
K243-61,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Sheet 3 5/8 x 5 1/2 inches,Etching,,,Scene depicting combat with Richmond.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703955,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2825,2825,2826.jpg,/actors/image/2826.jpg
K243-62,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Mounted sheet 2 x 2 1/4 inches,Etching,,,"Whole-length portrait, castle in background.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701370,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2826,2826,2827.jpg,/actors/image/2827.jpg
K243-63,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Drawings,Mounted sheet 2 x 2/14 inches,Drawing (image-making),,,"Whole-length portrait, sword in upraised left hand. Original pencil sketch.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702370,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2827,2827,2828.jpg,/actors/image/2828.jpg
K243-64,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Drawings,Mounted sheet 1 5/8 x 2 1/8 inches,Drawing (image-making),,,"Whole-length portrait, left hand upraised. Original pencil sketch with wash.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700525,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2828,2828,2829.jpg,/actors/image/2829.jpg
K243-65,"Edmund Kean as Richard III in ""Richard III""",,King Richard III,Richard III,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Drawings,Mounted sheet 3 1/4 x 5 inches,Drawing (image-making),,,"Whole-length portrait, soldiers on either side. Original sketch in silver point.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702133,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2829,2829,2830.jpg,/actors/image/2830.jpg
K243-67,"Edmund Kean as Shylock in ""The Merchant of Venice""",,Shylock,The Merchant of Venice,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints,3 x 4 inches,Photomechanical processes,"Watts, W.H.",,"Half-length portrait, arms crossed, knife in right hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702592,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2830,2830,2831.jpg,/actors/image/2831.jpg
K243-68,"Edmund Kean as Sir Edward Mortimer in ""The Iron Chest""",1828,Sir Edward Mortimer,The Iron Chest,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Lithographs,Sheet 9 1/2 x 12 3/4 inches,Lithography,,,"Whole-length portrait, scene with chest in background.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702716,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2831,2831,2832.jpg,/actors/image/2832.jpg
K243-69,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints,Sheet 4 1/4 x 6 1/4 inches,Photomechanical processes,,,"Whole-length portrait, standing, drawing sword from scabbard, standing on paper.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702641,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2832,2832,2833.jpg,/actors/image/2833.jpg
K243-70,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,3 18 x 4 1/8 inches,Etching; Engraving; Stippling,"Cruikshank, G.",John Fairvurn,"Whole-length portrait, standing, pointing to paper held in right hand.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702772,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2833,2833,2834.jpg,/actors/image/2834.jpg
K243-71,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 5 3/4 x 9 1/8 inches,Etching; Engraving; Stippling,"Finn, H.; Hopwood",Francis Herve,"Half-length portrait.  With text: ""Rob me not madam of all my joys at once"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739704101,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2834,2834,2835.jpg,/actors/image/2835.jpg
K243-73,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",1818,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,3 1/8 x 4 1/4 inches,Etching; Engraving; Stippling,"Wageman, T.",Simpkin & Marshall,"Half-length portrait, wearing lace collar and doublet with beadwork.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701968,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2835,2835,2836.jpg,/actors/image/2836.jpg
K243-74,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",1830,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 4 5/8 x 7 inches,Etching; Engraving; Stippling,,J. McCormick,"Whole-length portrait, wearing striped breeches and doublet; drawing sword from scabbard.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739704038,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2836,2836,2837.jpg,/actors/image/2837.jpg
