NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Clarke, Creston, 1865-1910","Clarke, Creston, 1865-1910","Clark, Creston,",http://viaf.org/viaf/7215249,,http://www.worldcat.org/identities/lccn-no2008-146525/,http://id.loc.gov/authorities/names/no2008146525,http://www.imdb.com/name/nm0163796/,https://www.ibdb.com/broadway-cast-staff/creston-clarke-404960,,Related to John Wilkes Booth
"Clarke, George H., 1840-1906?",George Clarke American actor,"George Clarke
O'Neill, George H.,",http://viaf.org/viaf/70955359/,https://en.wikipedia.org/wiki/George_Clarke_(actor),http://www.worldcat.org/identities/lccn-no92003428/,http://id.loc.gov/authorities/names/no92003428,,,,
"Clarke, John Sleeper, 1833-1899",John Sleeper Clarke,"Clarke, J. S. (John Sleeper)
John Sleeper Clarke",http://viaf.org/viaf/38385732/,https://en.wikipedia.org/wiki/John_Sleeper_Clarke,http://www.worldcat.org/identities/lccn-n85825710/,http://id.loc.gov/authorities/names/n85825710,,https://www.ibdb.com/broadway-cast-staff/john-sleeper-clarke-394717,,
"Claxton, Kate, 1848-1924",Kate Claxton,Kate Claxton,http://viaf.org/viaf/41703278/,https://en.wikipedia.org/wiki/Kate_Claxton,https://www.worldcat.org/identities/containsVIAFID/41703278,http://id.loc.gov/authorities/names/nr92015820,http://www.imdb.com/name/nm1590986/,https://www.ibdb.com/broadway-cast-staff/kate-claxton-35529,,
"Clayton, John, 1845-1888",John Alfred Calthrop,"Calthrop, John Alfred
John Clayton
John Clayton English actor",http://viaf.org/viaf/9676255/,,http://www.worldcat.org/identities/lccn-no2008180557/,http://id.loc.gov/authorities/names/no2008180557,,,,
"Clifford, Maria, 1794?-1850",,,,,,,,,,Nothing found
"Clifton, Ada, fl. 1855-1867",,,,,"http://www.worldcat.org/identities/np-clifton,%20ada/",,,https://www.ibdb.com/broadway-cast-staff/ada-clifton-424935,,
"Clifton, Harry, 1832-1872","Clifton, Harry, 1832-1872","Clifton, Henry Robert,
Clifton, Henry Robert
Harry Clifton (singer)
Harry Clifton",http://viaf.org/viaf/73400515,https://en.wikipedia.org/wiki/Harry_Clifton_(singer),http://www.worldcat.org/identities/lccn-no00-65994/,http://id.loc.gov/authorities/names/no00065994,,,,
"Clifton, Josephine, 1813-1847",,,,,"http://www.worldcat.org/identities/np-clifton,%20josephine$1813%201847/",,,,,
"Clinch, Charles P. (Charles Powell), 1797-1880","Clinch, Charles P. (Charles Powell), 1797-1880","Charles Powell Clinch
Clinch, Charles Powell",http://viaf.org/viaf/46640334/,,http://www.worldcat.org/identities/lccn-nr93050312/,http://id.loc.gov/authorities/names/nr93050312,,,,
"Cline, John, d. 1886",,,,,"http://www.worldcat.org/identities/np-cline,%20john$1886/",,,,,
"Coates, Emma Anne, fl. ca. 1830",,,,,,,,,,"Nothing Found -- Wife of Coates, Robert, 1772-1848"
"Coates, Robert, 1772-1848",Robert Coates,"Coates, Cock-a-doodle-doo
Coates, Diamond
Coates, Robert
Robert Coates
Robert Coates British eccentric",http://viaf.org/viaf/83641452/,https://en.wikipedia.org/wiki/Robert_Coates_(actor),http://www.worldcat.org/identities/lccn-no2009046880/,http://id.loc.gov/authorities/names/no2009046880,,,,
"Coghlan, Charles F. (Charles Francis), 1848-1899","Coghlan, Charles F. (Charles Francis), 1848-1899","Coghlan, Charles Francis
Coghlan, Charles F.",http://viaf.org/viaf/45659728/,https://en.wikipedia.org/wiki/Charles_Francis_Coghlan,http://www.worldcat.org/identities/lccn-n82207822/,http://id.loc.gov/authorities/names/n82207822,,https://www.ibdb.com/broadway-cast-staff/charles-coghlan-35759,,Birth dates don't match between VIAF and LoC versus  Worldcat and IBDb
"Coghlan, Rose, 1851?-1932",Rose Coghlan English actress,"Edgerly, Rose
Rose Coghlan
",http://viaf.org/viaf/78910814/,https://en.wikipedia.org/wiki/Rose_Coghlan,http://www.worldcat.org/identities/lccn-no2009015160/,http://id.loc.gov/authorities/names/no2009015160,http://www.imdb.com/name/nm0169078/,https://www.ibdb.com/broadway-cast-staff/rose-coghlan-67114,,
"Cole, Blanche, d. 1888",,,,,"http://www.worldcat.org/identities/np-cole,%20blanche$1851%201888/",,,,,tentative
"Coletti, Filippo, 1811-1894","Coletti, Filippo 1811-1894",Filippo Coletti,http://viaf.org/viaf/5687938,https://en.wikipedia.org/wiki/Filippo_Coletti,http://www.worldcat.org/identities/viaf-5687938/,,,,,
"Collier, Constance, 1878-1955","Collier, Constance, 1878-1955","Constance Collier
Hardie, Laura Constance,
Hardie, Laura Constance
L'Estrange, David
",http://viaf.org/viaf/19670849,https://en.wikipedia.org/wiki/Constance_Collier,http://www.worldcat.org/identities/lccn-no93-12764/,http://id.loc.gov/authorities/names/no93012764,http://www.imdb.com/name/nm0171887/,https://www.ibdb.com/broadway-cast-staff/constance-collier-4904,,
"Collins, J. H. (John H.), d. 1860","Collins, J. H. (John H.), -1860","Collins, J. H. (John H.)
Collins, John H.,",http://viaf.org/viaf/39272081/,,http://www.worldcat.org/identities/lccn-nr95046019/,http://id.loc.gov/authorities/names/nr95046019,,,,
"Collins, Thomas, 1775-1806",Thomas Collins acteur uit Koninkrijk Groot-Brittannië (1775-1806),"Collins, Mrs., (Thomas)
Thomas Collins",http://viaf.org/viaf/78974331/,,http://www.worldcat.org/identities/lccn-no2009025065/,http://id.loc.gov/authorities/names/no2009025065,,,,
"Colman, George, 1732-1794","Colman, George, 1732-1794","Coleman, ...
Coleman, ..
Coleman, George
Coleman, George,
Coleman, George.
Colman the Elder, George
Colman the First, George
Colman, ...
Colman, ..
Colman, G.
Colman, George,
Colman, George
Colmann, George,
Colmann, George
Colmann, Georg
Colman
George Colman
George Colman d.Ã¤
George Colman d.Ã¤.
George Colman der Ã„ltere
George Colman l'Ancien
George Colman the Elder
Id. George Colman
Town, ...
Town, ..
Town,
Town
",http://viaf.org/viaf/76330307,https://en.wikipedia.org/wiki/George_Colman_the_Elder,http://www.worldcat.org/identities/lccn-n79-139252/,http://id.loc.gov/authorities/names/n79139252,,,,
"Comer, T. (Thomas), 1790-1862","Comer, T. (Thomas)","Comer, Mr. (Thomas)
Comer, T.,
Comer, Thomas",http://viaf.org/viaf/13654181/,,http://www.worldcat.org/identities/lccn-n82063638/,http://id.loc.gov/authorities/names/n82063638,,,,Birth and death dates added
"Compton, Henry, 1805-1877","Compton, Henry, 1805-1877","Compton,
Henry Compton
Compton, Mr. (Henry)",http://viaf.org/viaf/38940421,https://en.wikipedia.org/wiki/Henry_Compton_(actor),http://www.worldcat.org/identities/lccn-no91-27376/,http://id.loc.gov/authorities/names/no91027376,,,,
"Congreve, William, 1670-1729","Congreve, William, 1670-1729","Author of those plays,
Author of those plays
Congrave, William
Congreve
Congreve, ...
Congreve, ..
Congreve, W.
Congreve, Wilhelm
Congreve, Will.
Congreve, William
Congreve, Will
Congreve,
Congreve.
Congrove, William,
Congrove, William
Congrove,
Congrove
William Congreve
",http://viaf.org/viaf/24616924,https://en.wikipedia.org/wiki/William_Congreve,http://www.worldcat.org/identities/lccn-n79-92555/,http://id.loc.gov/authorities/names/n79092555,,,,
"Conner, Charlotte Mary Sanford Barnes, d. 1863","Barnes, Charlotte M. S. ca. 1818/19-1863","Barnes, Charlotte M. ca. 1818/19 - 1863
Barnes, Charlotte M. S. (Charlotte Mary Sanford), 1819?-1863
Barnes, Charlotte Mary Sanford
Barnes, Charlotte Mary Sanford ca. 1818/19 - 1863
Charlotte Mary Sanford Barnes American actress and writer
Charlotte Mary Sanford Barnes Amerikaans acteur (-1863)
Charlotte Mary Sanford Barnes amerikansk skådespelare
Charlotte Mary Sanford Barnes amerikansk skodespelar
Charlotte Mary Sanford Barnes amerikansk skuespiller
Conner, Charlotte Barnes, 1819?-1863
Conner, Charlotte M. ca. 1818/19 - 1863",http://viaf.org/viaf/48112415/,https://en.wikipedia.org/wiki/Charlotte_Mary_Sanford_Barnes,http://id.loc.gov/authorities/names/n82102537,http://www.worldcat.org/identities/lccn-n82102537/,,,,
"Connor, Charles, d. 1826",,,,,,,,,,Nothing found
"Conquest, Benjamin Oliver, 1805-1872",,,,https://en.wikipedia.org/wiki/Benjamin_Conquest,"http://www.worldcat.org/identities/np-conquest,%20benjamin%20oliver$1805%201872/",,,,,
"Conway, Frederick Bartlett, 1819-1874",Frederick B. Conway American actor,"Conway, F. B. (Frederick Bartlett), 1819-1874
Frederick B. Conway acteur américain
Frederick B. Conway Amerikaans acteur (1819-1874)
Frederick B. Conway ",http://viaf.org/viaf/22107590/,https://en.wikipedia.org/wiki/Frederick_B._Conway,http://www.worldcat.org/identities/lccn-nr2007005945/,http://id.loc.gov/authorities/names/nr2007005945,,https://www.ibdb.com/broadway-cast-staff/frederick-b-conway-36123,,
"Conway, H.B. (Harry Blenkinsopp-Coulson), 1850-1909","Conway, Harry Blenkinsopp, 1850-1909","Conway, Harry Blenkinsopp
Coulson, Harry Blenkinsopp",http://viaf.org/viaf/49052595/,,http://www.worldcat.org/identities/lccn-no2008151847/,http://id.loc.gov/authorities/names/no2008151847,,,,Last name spelling corrected
"Conway, Lillian, d. 1891",,,,,"http://www.worldcat.org/identities/np-conway,%20lillian/",,,,,
"Conway, William Augustus, 1789-1828","Conway, William Augustus, 1789-1828","Conway,
Conway
William Augustus Conway
",http://viaf.org/viaf/57546538,https://en.wikipedia.org/wiki/William_A._Conway_(actor),http://www.worldcat.org/identities/lccn-n84-229972/,http://id.loc.gov/authorities/names/n84229972,,,,
"Cooke, George Frederick, 1756-1812","Cooke, George Frederick, 1756-1812",George Frederick Cooke,http://viaf.org/viaf/70028747,https://en.wikipedia.org/wiki/George_Frederick_Cooke,http://www.worldcat.org/identities/lccn-n79-89719/,http://id.loc.gov/authorities/names/n79089719,,,,
"Cooke, Thomas Potter, 1786-1864","Cooke, T. P. (Thomas Potter), 1786-1864","Cooke, Thomas Potter
Thomas Cooke English actor",http://viaf.org/viaf/15032595,https://en.wikipedia.org/wiki/Thomas_Cooke_(actor),http://www.worldcat.org/identities/lccn-no91019553/,http://id.loc.gov/authorities/names/no91019553,,,,
"Cooke, Thomas Simpson, 1782-1848","Cooke, T. (Thomas), 1782-1848","Cook, Thomas Simpson 
Cooke, Thomas 
Cooke, Thomas S. 
Cooke, Thomas Simpson 
Cooke, Tom 
Thomas Cooke Irish singer and composer
Thomas Simpson Cooke Irish composer Cooke, Thomas Simpson, 
Кук, T. (Томас), 
Кук, Том
Кук, Томас,",http://viaf.org/viaf/44727402/,https://en.wikipedia.org/wiki/Thomas_Simpson_Cooke,http://www.worldcat.org/identities/lccn-n82225845/,http://id.loc.gov/authorities/names/n82225845,,,,
"Cooper, Frances, 1819-1872","Cooper, Frances",,http://viaf.org/viaf/16700362/,,http://www.worldcat.org/identities/lccn-n2008056256/,http://id.loc.gov/authorities/names/n2008056256,,,,highly tentative
"Cooper, John, 1790-1870",John Cooper acteur britannique,"Cooper, J. (John)
John Cooper",http://viaf.org/viaf/21971441,https://en.wikipedia.org/wiki/John_Cooper_(actor),http://www.worldcat.org/identities/lccn-no2008169344/,http://id.loc.gov/authorities/names/no2008169344,,,,
"Cooper, Thomas Abthorpe, 1776-1849","Cooper, Thomas Abthorpe, 1776-1849",Thomas Apthorpe Cooper,http://viaf.org/viaf/8199734,https://en.wikipedia.org/wiki/Thomas_Apthorpe_Cooper,http://www.worldcat.org/identities/lccn-nr92-16449/,http://id.loc.gov/authorities/names/nr92016449,,https://www.ibdb.com/broadway-cast-staff/thomas-abthorpe-cooper-36269,,
"Coquelin, Benoit Constant, 1841-1909","Coquelin, Constant, 1841-1909","Benoit-Constant Coquelin
Benoit Constant Coquelin
Coquelin",http://viaf.org/viaf/46810518/,https://en.wikipedia.org/wiki/Beno%C3%AEt-Constant_Coquelin,http://www.worldcat.org/identities/lccn-n81050690/,http://id.loc.gov/authorities/names/n81050690,http://www.imdb.com/name/nm1531393/,http://ibdb.com/person.php?id=36293,,
"Cornelys, John, 1735-1818",,,,,,,,,,Nothing found
"Cornelys, Teresa, 1723-1797","Cornelys, Teresa, 1723-1797","Imer, Teresa,
Imer, Teresa
Teresa Cornelys
Teresa Imer
",http://viaf.org/viaf/3566197,https://en.wikipedia.org/wiki/Teresa_Cornelys,http://www.worldcat.org/identities/lccn-nb2003-80375/,http://id.loc.gov/authorities/names/nb2003080375,,,,
"Couldock, Charles Walter, 1815-1898","Couldock, C. W. (Charles Walter), 1815-1898","Couldock, Charles Walter
Couldock, Mr. (Charles Walter)",http://viaf.org/viaf/14185196/,https://en.wikipedia.org/wiki/Charles_Walter_Couldock,http://www.worldcat.org/identities/lccn-n2005170284/,http://id.loc.gov/authorities/names/n2005170284,,https://www.ibdb.com/broadway-cast-staff/cw-couldock-36442,,
"Couldock, Eliza, fl. 1853","Couldock, Eliza",Eliza Couldock,http://viaf.org/viaf/11722660/,,http://www.worldcat.org/identities/lccn-n2005170285/,http://id.loc.gov/authorities/names/n2005170285,,,,
"Courtaine, Harry, d. 1899",,,,,"http://www.worldcat.org/identities/np-courtaine,%20harry$1899/",,,https://www.ibdb.com/broadway-cast-staff/harry-courtaine-506818,,
"Cowell, Anna, b. 1824",,,,,,,,,,Nothing found
"Cowell, Joseph Leathley, 1792-1863","Cowell, Joe, 1792-1863","Cowell, Joe
Cowell, Joseph
Joseph Cowell
Leathly Witchett, Joseph
Witchett, Joseph Leathley
",http://viaf.org/viaf/75115944/,https://en.wikipedia.org/wiki/Joseph_Cowell,http://www.worldcat.org/identities/lccn-n78086433/,http://id.loc.gov/authorities/names/n78086433,,https://www.ibdb.com/broadway-cast-staff/joseph-cowell-411836,,"Additional, non-vocabulary Worldcat entry: http://www.worldcat.org/identities/np-cowell,%20joseph%20leathley$1792%201863/"
"Cowley, Mrs. (Hannah), 1743-1809","Cowley, Hanna, 1743-1809","Anna Matilda.
Anna Matilda 
C., H.
C., H. (Hannah Cowley),
Cowley
Cowley Miss
Cowley 1743-1809 Mrs
Cowley, Hannah 
Cowley (Hannah), Miss,
Cowley (Hannah), Mistress
Cowley (Hannah), Mrs,
Cowley, Hannah Parkhouse 
Cowley Harriett 1743-1809
Cowley, Miss (Hannah), 
Cowley, Mistress (Hannah),
Cowley, Mrs.,
Cowley, Mrs. (Hannah)
H. C (Hannah Cowley)
Hannah Cowley 
Matilda, Anna.
Mrs. Cowley 
Parkhouse, Hannah.

",http://viaf.org/viaf/34730405/,https://en.wikipedia.org/wiki/Hannah_Cowley,http://www.worldcat.org/identities/lccn-n79091880/,http://id.loc.gov/authorities/names/n79091880,,,,
"Crabtree, Lotta, 1847-1924","Crabtree, Lotta, 1847-1924","Crabtree, Charlotte Mignon
Crabtree, Charlotte,
Crabtree, Charlotte
Firefly, Lotta,
Firefly, Lotta
Little Lotta,
Little Lotta
Lotta Crabtree
Lotta,
Lotta",http://viaf.org/viaf/68841185,https://en.wikipedia.org/wiki/Lotta_Crabtree,,,,,,
"Craig, Edward Gordon, 1872-1966","Craig, Edward Gordon, 1872-1966","Carric, Allen
Craig, E. Gordon
Craig, E.
Craig, Edvard
Craig, Edward
Craig, Edward G.
Craig, Edward Henry Gordon
Craig, Edward Henry Gordon,
Craig, Edward.
Craig, Gordon
Craig, Gordon,
Craig, Teddy
Craig
E. G. C
E. G. C.
Edward Gordon Craig
Edward Henry Gordon Craig
Godwin Wardel, Henry E. G.
Godwin, Edward
Godwin, Edward,
Goldwin Wardell, Henry E. G.
Gordon Craig, E.
Gordon Craig, Edward
Gordon Craig
Gordon-Craig, Edward
Graig, E. Gordon,
Graig, E. Gordon
Kreg, Edvard Gordon
Kreig, Eduard Gordun
Kreig, Gordun
KreiÌ†g, Eduard Gordun
KreiÌ†g, Eduard GorduÌ†n,
KreiÌ†g, Gordun
KreiÌ†g, GorduÌ†n,
KreÄ",http://viaf.org/viaf/100201551,https://en.wikipedia.org/wiki/Edward_Gordon_Craig,http://www.worldcat.org/identities/lccn-n50-19045/,http://id.loc.gov/authorities/names/n50019045,,https://www.ibdb.com/broadway-cast-staff/edward-craig-105151,,
"Cramer, M. E., 1803-1868",,,,,,,,,,Nothing found
"Cramer, Miss, fl. 1828",,,,,,,,,,Nothing found
"Crane, William Henry, 1845-1928","Crane, William H., 1845-1928","Crane, William H.
Crane, Wm. H.
William H. Crane
William Henry Crane",http://viaf.org/viaf/4601230/,https://en.wikipedia.org/wiki/William_Henry_Crane,http://www.worldcat.org/identities/lccn-no2002070445/,http://id.loc.gov/authorities/names/no2002070445,http://www.imdb.com/name/nm0186443/,https://www.ibdb.com/broadway-cast-staff/william-h-crane-67188,,"Alternative Worldcat entry: http://www.worldcat.org/identities/np-crane,%20william%20henry$1845%201928/"
"Craven, John T.",,,,,,,,,,Too many ambiguous entries
"Creswick, William, 1813-1888","Creswick, William, 1813-1888",William Creswick,http://viaf.org/viaf/30895093/,https://en.wikipedia.org/wiki/William_Creswick,http://www.worldcat.org/identities/lccn-n82201181/,http://id.loc.gov/authorities/names/n82201181,,https://www.ibdb.com/broadway-cast-staff/william-creswick-419987,,
"Crisp, Henry, 1844-1882","Crisp, Henry, 1844-1882","Crisp, Harry,",http://viaf.org/viaf/91120677,,http://id.loc.gov/authorities/names/no2009102742,http://www.worldcat.org/identities/lccn-no2009-102742/,,https://www.ibdb.com/broadway-cast-staff/henry-crisp-506790,,
"Crosbie, Richard, fl. 1793","Crosbie, Richard, 1755-1800","Crosbie, Richard active 18th century",http://viaf.org/viaf/315679223/,,http://www.worldcat.org/identities/viaf-315679223/,,,,,Alternative Worldcat entry based on the same publications listed -- one is a publication about him and the other is a biography: http://www.worldcat.org/identities/viaf-315676840/
"Cross, Emily, d. 1884","Cross, Emily, -1884","Cross, Emily,
Cross,",http://viaf.org/viaf/19512549,,http://www.worldcat.org/identities/lccn-no2009-1853/,http://id.loc.gov/authorities/names/no2009001853,,,,
"Crouch, Anna Maria, 1763-1805","Crouch, Anna Maria, 1763-1805","Anna Maria Crouch
Crouch, ...
Crouch, ..
Crouch,
Crouch
Philipps, Anna Maria",http://viaf.org/viaf/63864425,https://en.wikipedia.org/wiki/Anna_Maria_Crouch,http://www.worldcat.org/identities/lccn-nr91-27980/,http://id.loc.gov/authorities/names/nr91027980,,,,
"Cubas, Isabella, 1831-1864","Cubas, Isabella","Beautiful Cubas
Cubas, Beautiful
Cubas, Senorita",http://viaf.org/viaf/310611838/,,http://www.worldcat.org/identities/lccn-n2014048524/,http://id.loc.gov/authorities/names/n2014048524,,,,
"Cubitt, Marie Caroline, b. 1800","Cubitt, Marie Caroline, -1800","Cubitt, Marie Caroline",http://viaf.org/viaf/96856272/,,http://www.worldcat.org/identities/lccn-no2009126868/,http://id.loc.gov/authorities/names/no2009126868,,,,
"Cumberland, Richard, 1732-1811","Cumberland, Richard, 1732-1811.","Cumberland, R.
Cumberland, Ricardus
Kumberland, Richard
Member of the University of Cambridge, A,
Member of the University of Cambridge, A
Member of the University of Cambridge
Richard Cumberland
Schryver van Arundel, de,
Schryver van Arundel, de",http://viaf.org/viaf/76451457,https://en.wikipedia.org/wiki/Richard_Cumberland_(dramatist),http://www.worldcat.org/identities/lccn-n50-19786/,http://id.loc.gov/authorities/names/n50019786,,,,
"Cunningham, Peter C., fl. 1836-1860","Cunningham, Peter, 1816-1869","Cunningham, P.
Peter Cunningham",http://viaf.org/viaf/12297712/,"https://en.wikipedia.org/wiki/Peter_Cunningham_(writer,_born_1816)",http://www.worldcat.org/identities/lccn-n50018749/,http://id.loc.gov/authorities/names/n50018749,,,,Highly tentative
"Cushman, Charlotte, 1816-1876","Cushman, Charlotte, 1816-1876","Charlotte Cushman
Charlotte Saunders Cushman
Cushman, ...
Cushman, ..
Cushman, Charlotte Saunders,
Cushman, Charlotte Saunders
Cushman,
Cushman
",http://viaf.org/viaf/69783120,https://en.wikipedia.org/wiki/Charlotte_Cushman,,,,,,
"Daly, Augustin, 1838-1899","Daly, Augustin, 1838-1899","Augustin Daly
Daly, John Augustin
Daly, John Augustin,
Daly, John Augustin.
Daly",http://viaf.org/viaf/29655626,https://en.wikipedia.org/wiki/Augustin_Daly,http://www.worldcat.org/identities/lccn-n50-45108/,http://id.loc.gov/authorities/names/n50045108,http://www.imdb.com/name/nm0198411/,https://www.ibdb.com/broadway-cast-staff/augustin-daly-9613,,
"Daly, Julia, 1833-1887","Daly, Julia","Daly, Julia
Julia Daly",http://viaf.org/viaf/38676870/,,http://worldcat.org/identities/lccn-n97866952/,http://id.loc.gov/authorities/names/n97866952,,,,Confirmed by crosslisting with the East London Theatre Archive at http://www.elta-project.org/browse.html?recordId=2249
"Daniels, Alicia, d. 1826","Daniels, Alicia, -1826","Cooke, George Frederick,
Daniels, Alicia,
Daniels,
Windsor,",http://viaf.org/viaf/73748671,,http://www.worldcat.org/identities/lccn-nr95-42400/,http://id.loc.gov/authorities/names/nr95042400,,,,
